Product Title,Price,Description
Disque dur externe SSD HIKSEMI T100 / 1To SSD,"239,000 DT","Disque dur externe SSD HIKSEMI T100 - Capacité de Stockage: 1To - Type de disque dur : SSD - Interface USB 3.0 Type-C - Vitesse de transmission maximale 450 Mo/s - Matériau du boîtier: ABS + polypropylène - Compatible avec les PC Windows, MAC OS, Téléphone Android/tablette Android/PC/ordinateur portable - Dimensions: 68 × 68 × 11,2 mm - Poids: 40g - Compact et léger - Durable et sécurisé - Chaleur silencieuse et minimale - Couleur: Noir - Garantie: 1 an"
NVR ENRIGISTREUR MIPVISION 8CANNAUX 5MP-IP,"249,000 DT","Enregistreur Vidéo MIPVISION - Nombre de port : 8 canaux Analogique - Résolution D'enregistrement : 5 Mégapixels - Résolution d'image : 1080 Pixels - Supporte Disque Dur SATA Jusqu'à 2 To -  Entrée / sortie vidéo : 8CH / 1CH  - Technologie de compression vidéo H.264 - Prise en charge des extensions WIFI Prise en charge de la résolution d'enregistrement en temps réel 16CH 1080N, 4K Supporte les services réseau DHCP, DDNS, PPPoE et NTP - Connecteurs : 1x HDMI, 1x VGA, 2 x USB, 1x Réseau RJ45 - Couleur : Noir - Garantie : 1 an"
"Disque dur Interne SSD ADATA 1 To 2.5""","249,000 DT",1 To - Type de disque: SSD - Interface SATA 6Go/s - Vitesse de lécture : Jusqu'à 520 Mo/s - Vitesse d'écriture : Jusqu'à 450 Mo/s - Dimensions : 100.45x 69.85x 7mm - Garantie 1 an
Disque Dur Interne SSD M.2 2280 HIKSEMI FUTUREX LITE / 1 To,"249,000 DT",Disque Dur Interne SSD M.2 2280 HIKSEMI FUTUREX LITE - Capacité de stockage: 1 To - Type de Disque Dur: SSD - Interface: PCIe Gen 4 x 4 - Format de Disque: M.2 2280 - Vitesse en lecture: 7450 Mo/s - Vitesse en écriture: 6600 Mo/s - Support de stockage: 3D TLC - Temps moyen entre pannes: 2000000 heures - Garantie 1 an
Disque SSD NVMe PC Western Digital SN810,"255,000 DT",512 Go - Interface du disque dur : NVMe - Lecture séquentielle jusqu'à (Mo/s) : 6000/4000 - Lecture aléatoire jusqu'à (IOPS) : 750 K/630 K - Facteur de forme : M.2 2280 - Interface : NVMe PCIe 4.0 Gen4 x4 (rétrocompatible avec PCIe 3.0 Gen3 x4) - Compatibilité : tous les systèmes avec fente M.2 2280 PCIe NVMe - Garantie 1 an
DISQUE DUR EXTERNE TWINMOS ELITE DRIVE / 1TO SSD / TYPE C / Gris,"259,000 DT",Capacité de Stockage : 1To - Interface: USB Type C - Vitesse en lecture : 580 Mo/s - Fonctionnalité Plug and Play - Fonctionnement silencieux - Résistant aux chocs - Couleur : Gris - Garantie : 3 ans
Enregistreur XVR Mipvision H.264/ H.265+ / 8 Canaux 5MP,"259,000 DT",Enregistreur AHD CVI TVI DVR Analogique - 8x Canaux - Supporte Disque Dur SATA Jusqu'à 2 To -  Technologie de compression video H.264 / H.265+ - 2x USB - 1x Réseau RJ45 - 1x VGA - 1x HDMI - Garantie 1 an
Disque Dur Interne SSD MSI SPATIUM M460 PCIe 4.0 NVMe M.2 / 1 To,"259,000 DT","Disque Dur Interne SSD MSI SPATIUM M460 - CAPACITÉ: 1 To - MÉMOIRE FLASH 3D NAND - FACTEUR DE FORME: M.2 2280 - INTERFACE: PCIe Gen4x4, NVMe 1.4 - LECTURE SÉQUENTIELLE: JUSQU'À 5000 (MO/S) - ÉCRITURE SÉQUENTIELLE: JUSQU'À 4500 (MO/S) - LECTURE ALÉATOIRE 4 KO: JUSQU'À 550 000 (IOPS) - ÉCRITURE ALÉATOIRE DE 4 KO: JUSQU'À 950 000 (IOPS) - PUISSANCE DE FONCTIONNEMENT MAXIMALE: 4.3 W - PUISSANCE AU REPOS PS3: 50 MW - FAIBLE CONSOMMATION L1.2: 5 MW - TÉRAOCTETS ÉCRITS: 600 TBW - TEMPS MOYEN ENTRE PANNES MTBF: Jusqu'à 1 500 000 heures - DIMENSIONS: 80 x 22 x 2.15 mm - Garantie 1 an"
Disque Dur Externe Adata Anti-Choc HD330 USB 3.1 / 2 To / Noir,"269,000 DT","2 To - Interface USB 3.1 - Format 2.5"" - Anti-Choc - Couleur Noir - Compatible avec: Windows XP/Vista/7/8/8.1/10 Mac OS X 10.6 ou ultérieure Linux Kernel 2.6 ou ultérieure - Poids 198.8g - Dimensions 132.7 x 88.9 x 16.2 mm - Garantie 3 ans"
Disque Dur Externe Adata Anti-Choc HD330 USB 3.1 / 2 To / Bleu,"269,000 DT","2 To - Interface USB 3.1 - Format 2.5"" - Anti-Choc - Couleur Bleu - Compatible avec: Windows XP/Vista/7/8/8.1/10 Mac OS X 10.6 ou ultérieure Linux Kernel 2.6 ou ultérieure - Poids 198.8g - Dimensions 132.7 x 88.9 x 16.2 mm - Garantie 3 ans"
Disque Dur Externe Adata Anti-Choc HD330 USB 3.1 / 2 To / Rouge,"269,000 DT","2 To - Interface USB 3.1 - Format 2.5"" - Anti-Choc - Couleur Rouge - Compatible avec: Windows XP/Vista/7/8/8.1/10 Mac OS X 10.6 ou ultérieure Linux Kernel 2.6 ou ultérieure - Poids 198.8g - Dimensions 132.7 x 88.9 x 16.2 mm - Garantie 3 ans"
Disque Dur SSD M.2 2280 PCIe Patriot P400 / 1 To,"269,000 DT","Disque Dur SSD M.2 2280 PCIe Patriot P400 - Capacité : 1 To - Interface 2280 M.2 PCIe Gen4 x 4, NVMe 1.3 - Technologie SmartECC - Taux Transfert de données Jusqu'à 5000 Mo/s en Lecture, Jusqu'à 4800 Mo/s en Ecriture - Dimensions : 8x 22x 0.38 cm - Garantie 5 ans"
Disque dur externe Antichocs HD650 USB 3.1 / 2 To / Rouge,"269,000 DT",2 To - Interface USB 3.1 - Poids 201g - Système Windows 2000/XP/Vista/7 Mac OS 9.0 ou plus Linux Kernel 2.4 ou ultérieure - Couleur Rouge - Dimensions 121 x 81 x 21mm - Garantie 3 ans
Disque Dur Externe ADATA ASD620 USB 3.2 / 1To / Noir,"269,000 DT","1 To - Interface: USB 3.2 Compatible USB 2.0 - Type de Disque: SSD - Vitesse de lecture: 520 Mo/s - Vitesse d'enregistrement: 460 Mo/s - Dimensions: 80 x 80 x 15,2 mm - Couleur: Noir - Garantie: 3 ans"
DISQUE DUR EXTERNE ANTICHOCS HD650 USB 3.0 / 2TO / NOIR,"269,000 DT",2 To - Interface USB 3.1 - Poids 201g - Système Windows 2000/XP/Vista/7 Mac OS 9.0 ou plus Linux Kernel 2.4 ou ultérieure - Couleur Noir - Dimensions 121 x 81 x 21mm - Garantie 3 ans
ENREGISTREUR VIDÉO RÉSEAU 64/32 D-link DNR-F5104 / 4 CANAUX,"279,000 DT","ENREGISTREUR VIDÉO RÉSEAU 64/32 D-link DNR-F5104 - Prise en charge des formats vidéo Utra 265 / H.265 / H.264 - Entrée 4/8 canaux - Prise en charge: 1x HDMI, 1x VGA, HDMI jusqu'à une résolution de 4K (3840x2160) - Sortie simultanée HDMI et VGA - Enregistrement de résolution jusqu'à 8MP - 1x disque dur SATA, jusqu'à 10 To pour chaque disque dur - Technologie ANR - Prise en charge de la mise à niveau du cloud - Entrée vidéo IP: 4-ch - Bande passante entrante: 40Mbps - Bande passante sortante: 48Mbps - Utilisateurs distants: 128 - Protocoles : P2P, UPnP, NTP, DHCP, PPPoE - Garantie 1 an"
Hachoir à Viande BIOLUX M-HV08Q / 800 W / Noir,"279,000 DT",Hachoir à Viande BIOLUX M-HV08Q - Puissance: 800 Watts - Nombre de vitesse: 1 vitesse - Fonction reverse - Lame en acier inoxydable - Façade en inox pour une conception et une durabilité exceptionnelle - Disques de hachage en inox - Antidérapants - Facile à monter et démonter - Couleur Noir - Garantie 1 an
Boitier Gamer MSI MPG GUNGNIR 110R RGB,"289,000 DT","Boitier Gamer MSI MPG GUNGNIR 110R - Boitier moyen tour avec panneau latéral en verre trempé - Compatible carte mère ATX / Micro-ATX / Mini-ITX - 2 baies 3.5"" (compatibles avec des HDD et SSD 2.5"") et 2 baies 2.5"" - 7 slots d'extensions disponibles - Système de refroidissement performant avec 4 ventilateurs ARGB 120 mm - Compatible Watercooling jusqu'à 360 mm - 1 port USB 3.1 et 2 ports USB 3.0 et connectique audio classique (casque / micro) sur le dessus - Possibilité d'installer une carte graphique allant jusqu'à 340 mm de long - Ventirad jusqu'à 170 mm - Garantie 1 an"
Disque Dur Externe USB 3.2 Seagate Firecuda Gaming SSD NVMe / 500 Go,"289,000 DT",Capacité 500 Go - Interface USB 3.2 2x2 - Interface Interne M.2 - PCI-E NVMe - Matériau Aluminium - Compatible avec: Mac OS X 10.12 ou supérieur | Windows 7 ou supérieur -  Dimensions 52.5 x 10 x 101.4 mm - Poids 100 g - Garantie 1 an
Disque Dur portable SSD Externe Mushkin CarbonX USB 3.1 / 1 To,"292,000 DT",1 To - Composants de mémoire: 3D NAND - Interface: USB Type-C 3.1 Gen2 - contrôleur: Série SMI2263 (contrôleur SSD) + série ASMedia ASM236X (contrôleur USB) - Lecture séquentielle maximale: Jusqu'à 1 000 Mo/s - Résistance maximale aux chocs : 1500G - Garantie 1 an
Disque Dur SSD interne M.2 (2280) PCIe Gen4 x4 Mushkin VORTEX LX / 1 To,"295,000 DT",1 To  - Facteur de forme: M.2 (2280) -  Interface: PCIe Gen4 x4 NVMe 1.4 - Manette: InnoGrit IG5220 -Lecture séquentielle maximale: Jusqu'à 5 200 Mo/s - Écriture séquentielle maximale: Jusqu'à 4370 Mo/s - MTBF: 1 500 000 heures - TBW: 500 - Prise en charge de l'effacement de sécurité NVMe - Flash NAND 3D haute fiabilité - Résistance maximale aux chocs: 1500G - Poids 7g - Garantie 1 an
Boitier Gamer Corsair Carbide SPEC-Omega / Noir & Rouge,"299,000 DT","Boitier Gamer Corsair Carbide SPEC-Omega - Boîtier Moyen Tour compatible avec les cartes-mères Mini ITX, Micro ATX et ATX - Supporte: Carte graphique 370mm / Hauteur GPU 170mm - 2x USB 3.0 - Panneau latéral à grande fenêtre en verre trempé - 2x Ventilateurs 120 mm - Dimensions 232 x 495 x 516 mm - Garantie 1 an"
Disque Dur Interne SSD Patriot Viper VPR400 NVMe PCIE M.2 / 1 To / RGB,"299,000 DT","1 To - Interfaces PCIe Gen4 x4 avec NVMe - Vitesse de lecture: 4600 Mo/s - Vitesse d'écriture: 4400 Mo/s - Baie compatible M.2 2280 - Technologie d'étranglement thermique - Dimensions: 31,4 x 10 x 2,8 mm - Garantie 5 ans"
Boitier Gamer MSI MPG GUNGNIR 110R Blanc RGB,"320,000 DT","Boitier Gamer MSI MPG GUNGNIR 110R - Boitier moyen tour avec panneau latéral en verre trempé - Compatible carte mère ATX / Micro-ATX / Mini-ITX - 2 baies 3.5"" (compatibles avec des HDD et SSD 2.5"") et 2 baies 2.5"" - 7 slots d'extensions disponibles - Système de refroidissement performant avec 4 ventilateurs ARGB 120 mm - Compatible Watercooling jusqu'à 360 mm - 1 port USB 3.1 et 2 ports USB 3.0 et connectique audio classique (casque / micro) sur le dessus - Possibilité d'installer une carte graphique allant jusqu'à 340 mm de long - Ventirad jusqu'à 170 mm - Couleur Blanc - Garantie 1 an"
Disque Dur SSD interne M.2 (2280) PCIe Gen4 x4 Mushkin VORTEX / 1 To,"335,000 DT",1 To - Facteur de forme: M.2 (2280)  - Interface: PCIe Gen4 x4 NVMe 1.4 - Manette: InnoGrit IG5236 - Lecture séquentielle maximale: Jusqu'à 7430 Mo/s - Écriture séquentielle maximale: Jusqu'à 5 300 Mo/s - IOPS en lecture aléatoire maximale de 4K: Jusqu'à 390 000 - IOPS en écriture aléatoire maximale de 4K: Jusqu'à 1 085 000 - MTBF: 1 500 000 heures - TBW: 500 To - Prise en charge de l'effacement de sécurité NVMe - Flash NAND 3D haute fiabilité - Résistance maximale aux chocs: 1500G - Poids 7g - Garantie 1 an
"Disque Dur Interne 3.5"" Seagate SkyHawk Surveillance 4 To","345,000 DT","4 To  - Format 3.5"" - Débit de transfert de données: 600 Mo/s - Taille de la Mémoire Tampon: 256 Mo - Interface: SATA 6Gb/s - Fonctionnement continu 24/7 - Capteur de rotation vibratoire - Enregistrement magnétique conventionnel (CMR) - Charge de travail jusque 180 To par an - Résistant au ternissement - Garantie 3 ans"
Disque Dur Interne HIKVISION E100 / 2048Go SSD,"349,000 DT","Capacité: 2048 Go - Format de Disque : 2.5"" - Interface : Sata 3.0 - Taux de Transfert des données : Sata 6GB/S - Vitesse Max en Lecture / en écriture : 550MB/S-500MB/S - MTBF / 2.000.000 Heures - Garantie 1"
"Disque Dur Interne 3.5"" Seagate IronWolf / 2 To","349,000 DT","2 To - Format de Disque: 3.5"" - Vitesse de rotation: 5400 RPM - Taille du mémoir cache: 256 Mo - Technologie d'enregistrement: CRM - Type de Disque: HDD (Hard Disk Drive) - Utilisation pour NAS - Débit de transfert interne: 180 Mo/s - Fiabilité MTBF: 1,000,000 heures - - Poids 415 g - Garantie 3 ans"
"Disque dur Interne De Vidéosurveillance Western Digital WD 3.5"" / 4 To","349,000 DT",Disque dur Interne De Vidéosurveillance Western Digital WD - Type de Disque: HDD - Capacité de stockage: 4 To - Interface SATA 6Gb/s - Format de Disque: 3.5'  - Vitesse de rotation: 5400 RPM - Taille mémoire cache 256 Mo - Technologie d'enregistrement: CMR - Dimensions: 147 x 101.6 x 26.1 mm - Garantie 1 an
Disque dur externe Toshiba Canvio Basics / 4 To / USB 3.2 / Noir,"359,000 DT","Capacité Disque Dur: 4 To - Type Disque Dur: HDD - Format de Disque: 2.5"" - Interface: USB 3.2 - Débit de transfert des données maximum: 5000 Mbit/s - Compatible avec Winndows 7 / 8.1 / 10 et MacOS après reformatage - Couleur Noir - Garantie 1 an"
Enregistreur XVR Numérique Mipvision H.264 / 16 Canaux 5MP,"379,000 DT",Enregistreur AHD CVI TVI XVR Numérique - 16x Canaux - Supporte Caméras Jusqu'à 5MP - Supporte Disque Dur SATA Jusqu'à 2 To -  Technologie de compression video H.264 - 2x USB - 1x Réseau RJ45 - 1x VGA - 1x HDMI - Garantie 1 an
Disque Dur Interne Patriot SSD VP4300 NVMe PCIE M.2 / 1 To,"379,000 DT",1 To - Compatible avec PlayStation 5 (PS5) - Interface PCIe Gen4 x4 avec NVMe - Vitesse de lecture: 7400 Mo/s - Vitesse d'écriture: 5500 Mo/s - Baie compatible M.2 2280 - Dimensions: ‎8x 2.2x 0.8 cm - Garantie 5 ans
Disque Dur portable SSD Externe Mushkin CarbonX USB 3.1 / 2 To,"379,000 DT",2 To - Composants de mémoire: 3D NAND - Interface: USB Type-C 3.1 Gen2 - contrôleur: Série SMI2263 (contrôleur SSD) + série ASMedia ASM236X (contrôleur USB) - Lecture séquentielle maximale: Jusqu'à 1 000 Mo/s - Résistance maximale aux chocs: 1500G - Garantie 1 an
Boîtier Gamer LC-POWER Gaming 807W Stormwatch_X ATX Midi-Tour / Blanc,"399,000 DT","Boîtier Gamer LC-POWER Gaming 807W Stormwatch_X ATX Midi-Tour - Carte mère Prise en charge: E-ATX, ATX, Micro-ATX, Mini-ITX - 2x Disque dur 3,5"" interne - 1x Disque dur/SSD 2,5"" interne - 7x Emplacements PCI - 4x Ventiateurs Inclus - Ventilateur Prise en charge: 7 (Haut : 3x 120 ou 2x 140 mm), (Arrière : 1x 120 mm), (Bas : 3x 120 mm) - Port audio HD - 1x USB-C - 2x USB - 2x USB 2.0 - Boîtier: en métal, verre trempé, plastique - Cartes graphiques jusqu'à: 390 mm de longueur - Refroidisseur de processeur jusqu'à: 165 mm de hauteur totale - Alimentation jusqu'à: 220 mm de longueur - Compatible avec LiCo/refroidissement par eau: 120/140/240/280/360 mm - Dimensions: 420 x 300 x 430 mm - Poids: 8,13 kg - Couleur Blanc - Garantie 1 an"
Disque Dur SSD M.2 2280 PCIe Patriot P300 / 2  To,"399,000 DT","2 To - Technologie SmartECC et régulation thermique intégrée - Taux Transfert de données Jusqu'à 2100 Mo/s en Lecture, Jusqu'à 1650 Mo/s en Ecriture - Dimensions 8 x 2.2 x 0.4 cm - Poids 9 g - Garantie 5 ans"
Boitier Corsair Carbide 400C Blanc,"399,000 DT","Boîtier Moyen Tour en acier avec fenêtre - 2 baies 3""1/2 et 3 baies 2""1/2 - 1 ventilateur 140 mm à l'avant - 1 ventilateur 120 mm en extraction - Compatible avec les cartes graphiques jusqu'à 370 mm de longueur - Compatible avec les ventirads jusqu'à 170 mm de hauteur - 7 slots d'extension pour cartes PCI/PCI-E"
Disque Dur SSD interne M.2 (2280) PCIe Gen3 x4 Mushkin ELEMENT / 2 To,"409,000 DT",2 To  - Facteur de forme: M.2 (2280) - Flash NAND 3D haute fiabilité - Interface: PCIe Gen3 x4 NVMe 1.3 - Lecture séquentielle maximale: Jusqu'à 2 000 Mo/s - Écriture séquentielle maximale: Jusqu'à 1 700 Mo/s - MTBF: 1 000 000 d'heures - Flash NAND 3D haute fiabilité - Résistance maximale aux chocs: 1500G - Poids 7 grammes - Garantie 1 an
Disque Dur Interne SSD TeamGroup GX2 / 2 To,"409,000 DT","Capacité 2 To - Interface SATA Rev. 3.0 (6Gb/s) - Vitesse: Jusqu'à 550 Mbps (en Lecture), jusqu'à 500 Mbps (en écriture) - Dimensions 100 x 69.9 x 7 mm - Garantie 1 an"
"Disque Dur SSD interne 2.5"" SATA Mushkin / 2 To","419,000 DT","Capacité: 2 To - Facteur de forme : 2,5"" - Composants de mémoire : Flash NAND 3D - Interface : SATA 6 Go/s - Manette : Mouvement de silicium - Lecture séquentielle maximale : Jusqu'à 500 Mo/s - Écriture séquentielle maximale : Jusqu'à 435 Mo/s - TBW : 40 To - Trouver du temps : 0,1ms - MTBF: 1 500 000 heures - Résistance maximale aux choc : 1500G - Poids 50 grammes - Garantie 1 an"
Disque Dur Interne Patriot SSD P220 SATA III 2.5 / 2 To,"420,000 DT","Capacité 2 To - Type de disque: SSD - Format de Disque: 2.5 "" - Interface SATA III - Vitesse de lecture: 550 Mo/s - Vitesse d'écriture: 500 Mo/s - Dimensions: 10 x6.99 x 0.7cm - Garantie 3 ans"
Disque dur externe SSD Hiksemi Dagger T200N mini / 2 To,"429,000 DT","2 To - Interface USB 3.2 Type C - Type TLC Nand Flash - Vitesse de lecture Max 560 Mbps - Vitesse d'écriture Max 510 Mbps - Matière: Aluminium - Couleur Gris -Dimensions 88 x 43 x 9 mm - Compatible avec Windows, MacOS, Linux et Android - Poids 38g - Garantie 1 an"
Disque dur externe Antichocs HD650 USB 3.1 / 4 To / Noir,"429,000 DT","Disque Dur Externe 2,5"" - Capacité 4 To - Interface USB 3.1 - Poids 201g - Système Windows 2000/XP/Vista/7 Mac OS 9.0 ou plus Linux Kernel 2.4 ou ultérieure - Couleur Noir - Dimensions 121 x 81 x 21mm - Garantie 3 ans"
Disque Dur SSD interne M.2 (2280) PCIe Gen3 x4 Mushkin TEMPEST / 2 To,"429,000 DT","2 To - Facteur de forme: M.2 (2280) - Composants de mémoire: 3D NAND - Interface: PCIe Gen3 x4 NVMe 1.4 - Manette : InnoGrit IG5216 - Lecture séquentielle maximale : Jusqu'à 3 250 Mo/s - Écriture séquentielle maximale: Jusqu'à 2900 Mo/s - Trouver du temps: 0,1ms - Nombre total d'octets écrits (TBW): 1 000 To - MTBF: 1 500 000 heures - Résistance maximale aux chocs: 1500G - Poids 7 grammes - Garantie 1 an"
Disque dur externe Antichocs HD650 USB 3.1 / 4 To / Noir,"429,000 DT",4 To - Interface USB 3.1 - Poids 201g - Système Windows 2000/XP/Vista/7 Mac OS 9.0 ou plus Linux Kernel 2.4 ou ultérieure - Couleur Noir - Dimensions 121 x 81 x 21mm - Garantie 3 ans
Boîtier Gamer XPG DEFENDER PRO ATX MID-TOWER RGB / Blanc,"439,000 DT","Boîtier Gamer XPG DEFENDER PRO ATX MID-TOWER RGB - Matériel: SGCC - Panneau latéral en verre trempé 3 mm - Facteur de forme: Mini-ITX, Micro-ATX, ATX, E-ATX, CEB, EEB - 2x Plateau HDD/HDD 3,5"" - 4x Plateau disque dur/SSD 2,5"" (Combo 3,5""/2,5"") - 2x USB 3.0 - 1x port audio hybride - 1x bouton de commande LED - Ventilateur inclus: (Avant: 2x XPG VENTO ARGB 120 mm), (Arrière: 1x XPG VENTO ARGB 120 mm) - Ventilateur Prise en charge: (Avant: 3x 120 mm , 3x 140 mm), (Haut: 2x 120 mm, 2x 140 mm), (Arrière: 1x 120 mm) - Support de radiateur: (Avant: 1x 360 / 280 / 240mm), (Haut: 1x 280 / 240 / 120mm), (Arrière: 1x 120mm) - Longueur de la carte graphique: 400 mm - Hauteur d'installation verticale de la carte graphique: 27,3 mm - Hauteur du refroidisseur de processeur: 170 mm - Longueur du bloc d'alimentation: 220 mm - Dimensions: 492 x 220 x 441 mm - Poids: 7,37 kg - Couleur Blanc - Garantie 1 an"
NVR ENRIGISTREUR MIPVISION 16 CANNAUX 5MP-IP,"439,000 DT","Enregistreur Vidéo MIPVISION - Nombre de port : 16 canaux Analogique - Résolution D'enregistrement : 5 Mégapixels - Résolution d'image : 1080 Pixels - Supporte Disque Dur SATA Jusqu'à 2 To -  Entrée / sortie vidéo : 16CH / 1CH  - Technologie de compression vidéo H.264 - Prise en charge des extensions WIFI Prise en charge de la résolution d'enregistrement en temps réel 16CH 1080N, 4K Supporte les services réseau DHCP, DDNS, PPPoE et NTP - Connecteurs : 1x HDMI, 1x VGA, 2 x USB, 1x Réseau RJ45 - Couleur : Noir - Garantie : 1 an"
Disque Dur SSD Patriot VP4300 Lite M.2 PCIe Gen4 x4 / 2 To,"459,000 DT","2 To - Facteur de forme: M.2 2280 - Interface: Génération 4 x4 - Lecture séquentielle: Jusqu'à 7 400 Mo/s - Écriture séquentielle: Jusqu'à 6 400 Mo/s - Capteur thermique intégré pour l'étranglement thermique - Diffuseur de chaleur de refroidissement ultra fin, édition spéciale - Compatible PS5 - Lecture séquentielle PS5 jusqu'à 6 100 Mo/s - Dimensions: 0.38 x 2.2 x 8 cm - Garantie 5 ans"
Disque Dur Externe Portable LENOVO PS6 / 2 To SSD / Gris,"459,000 DT","Capacité: 2 To - Interface: USB 3.2 - Type de stockage: SSD - Vitesse de lecture: 550 Mo/s - Vitesse d'écriture: 500 Mo/s - Câble 30 cm - Type de connexion: Câble USB-C vers USB-C - Le corps en métal élégant vous donne une belle apparence - Compatible avec certains appareils PC, MAC et Android - Dimensions: 75 x 41 x 11 mm - Poids: 38 g - Couleur Gris - Garantie 1 an"
DISQUE DUR INTERNE TWINMOS ALPHAPRO NVME 2TO SSD M.2 PCIE,"459,000 DT",Capacité de stockage : 2To - Facteur de forme : M.2 2280 - Interface : PCIe génération 3.0 × 4 - Vitesse en lecture : Jusqu'à 3600 Mo/s - Vitesse en écriture : Jusqu'à 3250 Mo/s - Type NAND : NAND 3D TLC - Protection contre la perte de puissance - Garantie : 3 ans
DISQUE DUR SSD SAMSUNG PM991 / NVMe,"475,000 DT",DISQUE DUR SSD SAMSUNG PM991 - Interface : PCIe 3.0 x4 - NVMe - Capacity : 256 GB - Lecture séquentielle : 2050 Mo/s - Écriture séquentielle : 1000 Mo/s
"Disque Dur Interne Toshiba Série MG08 / 3.5"" SATA / 7200 tr/min / 4 To","479,000 DT","Disque Dur Toshiba Série MG08-D - Capacité Disque : 4 To - Format de Disque : 3.5 pouces - Interface de disque : SATA 6 Gbit/s - Vitesse de transfert de données: 243 Mio/s - Vitesse de rotation : 7200 tr/min - Serveurs d’entreprise stratégiques et systèmes de stockage aux forts besoins de capacité - Baies de stockage d’entreprise traditionnelles (RAID, à base logicielle) - Systèmes de stockage de forte capacité et fondés sur le Cloud - Systèmes de fichiers répartis, Big Data - systèmes d’archivage et de récupération de données d’entreprise et fondés sur le Cloud - Systèmes de stockage de données de surveillance centralisés - Serveurs et systèmes de stockage industriels - Garantie 1 an"
